shopping_center_name,center_type,address_street,address_city,address_state,address_zip,county,municipality,zoning_authority,year_built,owner,property_manager,leasing_agent,leasing_brokerage,total_gla,tenant_name,tenant_suite_number,square_footage,retail_category,ownership_type,base_rent,lease_term,lease_commence,lease_expiration,credit_category,,major_group
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Carter BloodCare,920-210,3633,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Kidcreate Studio,920-300,1200,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Vacant,920-302,2151,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Avis Budget Car Rental,920-306,1454,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Avery Nail Salon,920-308,2466,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,The Salvation Army Family Store,936-100,20840,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Randall's Food and Drugs L.P. / Tom Thumb,980-100,56646,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Quikset Jewelry Repair & Manufacture,990-102,1050,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Great Clips,990-104,1400,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Mail Boxes Etc./ The UPS Store,990-106,1400,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Midwestern Financial of Mansfield,990-107,1700,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Poolwerx,990-108,1225,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Mansfield Vision Center,990-109,2754,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Family Mattress,990-110,3192,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Dr. Kim Nga Le,990-112,1700,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Quest Diagnostics Clinical Laboratories Inc.,990-115,1400,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Super Alterations & Cleaners,990-120,1050,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Hearth Café,990-122,1464,,,,,,,,,
The Commons at Walnut Creek,Neighborhood Center,SEC U.S. 287 & N WALNUT CREEK DRIVE,MANSFIELD,TX,76063,,,,,Unknown,ACF Property Management,,,122273,Hearth Café,990-124,2030,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Subway,100A,2000,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,El Tizoncito Taqueria,100G,1740,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Hibbet Sports,102-1,4680,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Fort Worth District Commander U.S. Army,106-1,1800,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Fred Loyla Insurance,108-1,1475,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Brows Threading Salon & Spa,110-1,1440,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,G & G Tablets & Electronics,112-1,1280,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,AmeriTax,114-1,1500,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Vacant,116-1,2005,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Premier Injury Clinic,118-1,3472,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,The Kickin Crab,200-2,3000,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Oportun,200A,1120,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Bank of America,200G,3236,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Clinica Guadalupe Waco,202-2,3000,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,MetroPCS,204-2,1475,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,AT&T Wireless,206-2,2485,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Melrose,300-3,12127,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Pearl Nails,300A,1500,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Vacant,302-3,2571,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Familia Care,306-3,5128,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Vacant,310-3,3000,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Win Buffet,400-4,7179,Restaurant | Chinese,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,J's Chicken & Rice,400A,1500,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Kelly Wash & Dry Lavanderia,410-4,5813,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Vacant,500-5,2738,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,CiCi's To Go,500A,1120,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Marshall's,510-5,24917,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Sabor a Michoacan,600A,1600,Restaurant | Mexican,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Diener Law,700A,2081,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Vacant,BOMA,260,Vacant,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Applebee's,3426,4359,,,,,,,,,
Sierra Vista,Neighborhood Center,SWC WESTMORELAND RD & ILLINOIS AVE,DALLAS,TX,75211,,,,,Unknown,ACF Property Management,,,167517,Fiesta Store,3434,55916,,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,U Break It I Fix It,1,,,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Taste and Sea,2,,,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Virundhu Indian Feast to Taste,3,,,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Masamoto Asian Cuisine & Sushi Ba,4,,Restaurant | Japanese,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Pop's Pizzaria,5,,Pizza (Casual),,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Vape Express,6,,Cigars and Cigarettes,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,202 Nails,7,,Nail Salon,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Master Pagano's Red Dragon Martial Arts,8,,Martial Arts,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Chadds Ford Eye Associates,9,,Eye Care,,,,,,,,
Keystone Plaza,Convenience/Strip Center,1810 Wilmington Pike,Glen Mills,PA,19342,,,,,,,,,,Maduros Cigar Lounge,10,,Cigars and Cigarettes,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Sleep Number,EX. A,2921,Mattress Store,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Main Line Nails,EX. A-1,2252,Nail Salon,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,The Removery,EX. B,1223,,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,AT&T,EX. C,1508,Mobile Phone Sales,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Vitamin Shoppe,EX. D,3109,Health,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,CAVA,B-1,2809,Restaurant | Fast Casual,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Vacant,B-2,1605,Vacant,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,FMFCU,B-3,2006,Bank,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Wine & Spirits,B-4/6,12865,Liquor & Wine,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Starbucks,C-1,1824,Coffee Shop,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Crumbl Cookies,C-2,1323,Desserts (Casual),,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Chipotle,C-3,2503,Restaurant | Fast Food,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Nemour's,D-1,15000,,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Studio 882,D-2,12500,Furniture,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Novacare,D-3,1800,,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Vacant,D-4,2500,Vacant,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Vacant,D-5,2400,Vacant,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Orange Theory,D-6,3481,Exercise Studio,,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Mod Pizza,F-1,2555,Pizza (Full Service),,,,,,,,
Brandywine Mills,Community Center,1751 Wilmington Pike,Glen Mills,PA,19342,Delaware,,,,,CBRE,Jim Creed,CBRE,79695,Heartland Dental,F-2,3511,Dentistry,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,ACME,1,,Supermarket,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Vybe Urgent Care,3,,Medical Center,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Popeyes (Coming Soon),5,,Restaurant | Fast Food,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Krispy Kreme,6,,Restaurant | Fast Food,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Cathy's Half Price Books,7,,Bookstore,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Vacant,8,,Vacant,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Wild Birds Unlimited,9,,Pet Supplies,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Beer Guys,10,,Beer Distributor,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Staples,18,,Office Supplies,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Propell,19,,Bank,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,GameStop,20,,Entertainment (Family),,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Essex Cleaners,21,,Dry Cleaning,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,C&M Sporting Goods,22,,Sporting Goods,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Learning Express,23,,Tutoring,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,H&R Block,24,,Tax Services,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Colonial Market,25,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Bravo Pizza,26,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Manhattan Bagel,27,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Quest,28,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Norman's Hallmark,29,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,AVAILABLE - 3,30,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Dollar Or Two,31,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Talent Hair Salon,34,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Szechuan Lei Lei Chinese Restaurant,35,,Restaurant | Chinese,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Best Jewelers,38A,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Haverford Twp. Police Substation,38B,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Medicare Insurance Enrollment Center,39,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Havertown Nail Salon,40,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Kumon Genius Minds,41,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Health Spring Spa,43,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Applebee's,44A,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,PA Wine & Spirits,44B,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Fencing Academy of Philadelphia,44C,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Citizens Bank,45,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Shogun 3,46,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Ace Hardware,48,,,,,,,,,,
Manoa Shopping Center,Community Center,1305 West Chester Pike,Havertown,PA,19803,Delaware,,,,,Metro Commercial,,Metro Commercial,,Santander Bank,49,,Bank,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,Sovana Bistro,1,,Restaurant | Full Service,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,Donze & Donze,2,,Law Firm,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,"Robert K. Leardi, DMD",3,,Dentistry,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,Mathnasium,4,,Tutoring,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,IDA Performance Personal Training,5,,Exercise Studio,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,Chester County Conservation District,6,,Government Office,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,TFO Orthodontics,7,,Dentistry,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,Sardella Eye Associates,8,,Eye Care,,,,,,,,
Willowdale Town Center,Neighborhood Center,674 Unionville Road,Kennett Square,PA,19348,Chester,,,,,,,,,Monument | Sotheby's Realty,9,,Real Estate Agency,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,LIDL,1,,Supermarket,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,Wine & Spirits,2,,Liquor & Wine,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,Bank of America,3,,Bank,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,Mattress Warehouse,4,,Mattress Store,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,AT&T,5,,Mobile Phone Sales,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,Heartland Dental,6,,Dentistry,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,F45,7,,Exercise Studio,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,Master Nail Salon,8,,Nail Salon,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,Limerick Beverage,9,,Beer Distributor,,,,,,,,
The Shoppes at Upper Providence,Neighborhood Center,1835 E. Ridge Pike,Royersford,PA,19468,Montgomery,,,,,,,,62307,Jersey Mikes Subs,10,,Restaurant | Fast Food,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Marshall's,1,,Department Store,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Dollar Tree,2,,Discount Store,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Bhavani Grocery,3,,Supermarket,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Flynn O'Hara School Uniforms,4,,Apparel (Childrens),,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Malgudi Cafe,5,,Restaurant | Indian,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Cosmo Prof,6,,Beauty Supplies,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Edible Arrangements,7,,Desserts (Casual),,,,,,,,
