shopping_center_name,center_type,address_street,address_city,address_state,address_zip,county,municipality,zoning_authority,year_built,owner,property_manager,leasing_agent,leasing_brokerage,total_gla,tenant_name,tenant_suite_number,square_footage,retail_category,ownership_type,base_rent,lease_term,lease_commence,lease_expiration,credit_category,,major_group
Shoppes at Longwood Village,Community Center,859 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Township,,,Waters Retail Group,Waters Retail Group,,,132868,PNC Bank,24,3383,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,The Home Depot,25,132511,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Target,26,127439,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,PetSmart,27,20283,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Five Guys Burgers & Fries,28,2763,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Miracle Ear,29,1570,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Great Clips Hair Salon,30,2055,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Nail Salon,31,2875,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Radio Fabrics,32,1481,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Dentist,33,2527,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Restaurant,34,3066,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Marshalls,35,17700,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Marshalls/Home Goods,36,50795,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Skechers,37,7800,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Wells Fargo Bank,38,3100,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Staples,39,20388,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Outback Steakhouse,40,6266,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Del Pet Mexican Restaurant,41,6470,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Frankford Cleaners,42,1162,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Hand & Stone Massage,43,1815,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Hand & Stone Massage,44,4795,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Childcare,45,1815,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Store Equipment Restaurant,46,2522,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Honey Baked Ham,47,2279,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,ACME,48,54540,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,J. Crew Factory,49,5985,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,DSW,50,15097,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,The Ski Barn,51,3565,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Talbots,52,2616,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Loft,53,3145,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,California Turtles,54,2866,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Anthropology,55,1500,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,JoAnn,56,67715,,,,,,,,,
Concordville Town Centre,Power Center,914 Baltimore Pike,Glen Mills,PA,19432,Delaware,Concord Township,,,Brandolini Companies,Brandolini Companies,,,538833,Beamers Warehouse,57,3875,,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Petco,A-1A,7681,Pet Supplies,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Mattress Warehouse,A-1B,5141,Mattress Store,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Ann Taylor LOFT,A-2,6800,Apparel (Womens),,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Franklin Mint FCU,A-3,2650,Bank,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Big Blue Swim School,A-3A,9750,Swim Schools,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Lacrosse Unlimited,A-5,1300,Sporting Goods,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Wagner's Cleaners,A-6,672,Dry Cleaning,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Poke Brothers,A-7,1280,Restaurant | Japanese,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Paoli Hairdresser,A-8,1411,Hair Salon (Unisex),,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,MAB Paints,B-1,3000,Paint Stores,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Baxter's Restaurant,B-3,2500,Restaurant | Full Service,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Mathnasium,B-4/6,2418,Tutoring,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Vacant,B-7,1500,Vacant,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Vacant,B-8/9,2400,Vacant,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Vacant,B-10,18000,Vacant,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Elegance French Bakery,B-12,1600,Bakery,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Warhammer,B-13,1200,Toys & Hobbies,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Restore Wellness,B-14,2240,Wellness Treatments,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Paper Source,B-15,2240,Stationery,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Trove,B-16,2660,Equipment Rental,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Chico's,B-17,2300,Restaurant | Mexican,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Talbot's,B-18,5600,Apparel (Women's),,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Luk Oil Service Station,C-1,2185,Gas Station,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Einstein's Bagels,C-2,2240,Bagels,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Bravo Pizza,C-3,3200,Pizza (Casual),,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,The Lash Lounge,C-3A,1018,Eyelash Salon,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Cheng Du,C-5,1600,Restaurant | Chinese,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Vacant,C-6,2525,Vacant,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Wine & Spirits,D-1/2,8500,Liquor & Wine,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Vacant,D-3,2025,Vacant,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Orange Theory,D-4,3880,Exercise Studio,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Nails,D-6,2100,Nail Salon,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Polka Dots Apparel,D-8,1050,Apparel (Women's),,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Pearl Vision,D-10,1600,Eye Care,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,UPS Store,D-12,1410,Mail/Shipping Services,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Supercuts,D-13,900,Hair Salon (Unisex),,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Miracle Ear,D-14,800,Medical Center,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,ACME Market,E-1,61000,Supermarket,,,,,,,,
Paoli Shopping Center,Neighborhood Center,8 Paoli Shopping Center,Paoli,PA,19301,Chester,Tredyffrin Township,,,Brandolini Companies,Brandolini Companies,,,166234,Bank of America,PAD 1,3000,bank,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,Premiere Properties,,,,La Fava,,,Restaurant | Full Service,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Bluefin,,,Restaurant | Full Service,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Ranstad,,,,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Rencic Dermatology,,,Medical Practice,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Star Care Dental,,,Dentistry,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Propell Credit Union,,,Bank,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Saffron Indian Supermarket,,,Supermarket,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Main Line Models and Talent,,,,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Premiere Properties,,,On-Site Property Manager,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,State Farm Insurance,,,,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Plumbline Construction,,,,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Kumon Tutoring,,,,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,Nail Doctor,,,,,,,,,,,
Cross Roads Center,Neighborhood Center,1100-1102 Baltimore Pike,Glen Mills,PA,19342,Delaware,Concord Township,,,,,,,,The Ultimate Shave,,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,TD Bank,1159,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Planet Fitness,1163,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Westtown Amish Market,1165,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Vacant,1167,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Westtown Animal Clinic,1169,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Fred Astaire Dance Studio,1173,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Pizza Peddler,1177,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Vacant,1181,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Westtown Cleaners,1185,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Great Clips,1189,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Lan's Nails,1191,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Gadaleto's Seafood Mkt.,1193,,,,,,,,,,
Westtown Village Shopping Center,Neighborhood Center,1177 Wilmington Pike,West Chester,PA,19382,Chester,Westtown Township,,,Westtown Village LP,,,,,Key Bank,1197,,,,,,,,,,
Turner Square Shopping Center,Neighborhood Center,849 Paoli Pike,West Chester,PA,19380,Chester,West Goshen Township,,,The Robbins Companies,The Robbins Companies,,Arrow Real Estate Services,,Chipotle Mexican Grill,101,,,,,,,,,,
